Date,Temperature_C
2026-08-03,29.166666666666668
2026-08-04,29.3
2026-08-05,29.125
2026-08-06,29.579166666666666
2026-08-07,29.599999999999998
2026-08-08,29.287499999999998
2026-08-09,29.895833333333332
2026-08-10,30.258333333333336
2026-08-11,30.599999999999998
2026-08-12,31.6875
2026-08-13,31.320833333333336
2026-08-14,29.995833333333334
2026-08-15,29.479166666666668
2026-08-16,27.791666666666668
